Program,Year,State,State ANSI,Data Item,Value
SURVEY,2014,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.8
SURVEY,2013,ALABAMA,1,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.71
SURVEY,2013,ARIZONA,4,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.89
SURVEY,2013,ARKANSAS,5,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.12
SURVEY,2013,CALIFORNIA,6,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.33
SURVEY,2013,COLORADO,8,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.61
SURVEY,2013,DELAWARE,10,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.94
SURVEY,2013,FLORIDA,12,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.51
SURVEY,2013,GEORGIA,13,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.17
SURVEY,2013,IDAHO,16,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.91
SURVEY,2013,ILLINOIS,17,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.52
SURVEY,2013,INDIANA,18,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.47
SURVEY,2013,IOWA,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.49
SURVEY,2013,KANSAS,20,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.49
SURVEY,2013,KENTUCKY,21,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.67
SURVEY,2013,LOUISIANA,22,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.1
SURVEY,2013,MARYLAND,24,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.84
SURVEY,2013,MICHIGAN,26,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.18
SURVEY,2013,MINNESOTA,27,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.3
SURVEY,2013,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.05
SURVEY,2013,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.57
SURVEY,2013,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.27
SURVEY,2013,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.47
SURVEY,2013,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.66
SURVEY,2013,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.18
SURVEY,2013,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.52
SURVEY,2013,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.96
SURVEY,2013,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.91
SURVEY,2013,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.41
SURVEY,2013,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.09
SURVEY,2013,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.44
SURVEY,2013,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.47
SURVEY,2013,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.67
SURVEY,2013,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.05
SURVEY,2013,TENNESSEE,47,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.87
SURVEY,2013,TEXAS,48,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.14
SURVEY,2013,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.47
SURVEY,2013,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.8
SURVEY,2013,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.29
SURVEY,2013,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.7
SURVEY,2013,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.38
SURVEY,2013,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.08
SURVEY,2012,ALABAMA,1,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.18
SURVEY,2012,ARIZONA,4,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.84
SURVEY,2012,ARKANSAS,5,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.81
SURVEY,2012,CALIFORNIA,6,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.68
SURVEY,2012,COLORADO,8,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.86
SURVEY,2012,DELAWARE,10,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.55
SURVEY,2012,FLORIDA,12,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.5
SURVEY,2012,GEORGIA,13,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.9
SURVEY,2012,IDAHO,16,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.1
SURVEY,2012,ILLINOIS,17,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.87
SURVEY,2012,INDIANA,18,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.23
SURVEY,2012,IOWA,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.92
SURVEY,2012,KANSAS,20,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.04
SURVEY,2012,KENTUCKY,21,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.96
SURVEY,2012,LOUISIANA,22,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.9
SURVEY,2012,MARYLAND,24,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.3
SURVEY,2012,MICHIGAN,26,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.69
SURVEY,2012,MINNESOTA,27,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.67
SURVEY,2012,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.94
SURVEY,2012,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.34
SURVEY,2012,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.21
SURVEY,2012,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.85
SURVEY,2012,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.4
SURVEY,2012,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.3
SURVEY,2012,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.78
SURVEY,2012,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.48
SURVEY,2012,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.46
SURVEY,2012,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.09
SURVEY,2012,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.04
SURVEY,2012,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.96
SURVEY,2012,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.21
SURVEY,2012,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.5
SURVEY,2012,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.72
SURVEY,2012,TENNESSEE,47,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.28
SURVEY,2012,TEXAS,48,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.12
SURVEY,2012,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.59
SURVEY,2012,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.3
SURVEY,2012,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.69
SURVEY,2012,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.2
SURVEY,2012,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.69
SURVEY,2012,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.05
SURVEY,2011,ALABAMA,1,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.32
SURVEY,2011,ARIZONA,4,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.78
SURVEY,2011,ARKANSAS,5,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.27
SURVEY,2011,CALIFORNIA,6,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.41
SURVEY,2011,COLORADO,8,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.15
SURVEY,2011,DELAWARE,10,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.93
SURVEY,2011,FLORIDA,12,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.65
SURVEY,2011,GEORGIA,13,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.3
SURVEY,2011,IDAHO,16,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.96
SURVEY,2011,ILLINOIS,17,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.25
SURVEY,2011,INDIANA,18,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.31
SURVEY,2011,IOWA,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.2
SURVEY,2011,KANSAS,20,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.28
SURVEY,2011,KENTUCKY,21,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.3
SURVEY,2011,LOUISIANA,22,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.1
SURVEY,2011,MARYLAND,24,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.7
SURVEY,2011,MICHIGAN,26,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.14
SURVEY,2011,MINNESOTA,27,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.09
SURVEY,2011,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.23
SURVEY,2011,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.4
SURVEY,2011,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.47
SURVEY,2011,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.11
SURVEY,2011,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.8
SURVEY,2011,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.35
SURVEY,2011,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.9
SURVEY,2011,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.04
SURVEY,2011,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.81
SURVEY,2011,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.44
SURVEY,2011,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.22
SURVEY,2011,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.95
SURVEY,2011,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.05
SURVEY,2011,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.6
SURVEY,2011,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.03
SURVEY,2011,TENNESSEE,47,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.56
SURVEY,2011,TEXAS,48,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.61
SURVEY,2011,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.97
SURVEY,2011,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.58
SURVEY,2011,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.22
SURVEY,2011,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.5
SURVEY,2011,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.02
SURVEY,2011,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.2
SURVEY,2010,ALABAMA,1,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.07
SURVEY,2010,ARIZONA,4,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.8
SURVEY,2010,ARKANSAS,5,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.55
SURVEY,2010,CALIFORNIA,6,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.08
SURVEY,2010,COLORADO,8,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.98
SURVEY,2010,DELAWARE,10,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.21
SURVEY,2010,FLORIDA,12,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.7
SURVEY,2010,GEORGIA,13,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.95
SURVEY,2010,IDAHO,16,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.27
SURVEY,2010,ILLINOIS,17,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.24
SURVEY,2010,INDIANA,18,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.38
SURVEY,2010,IOWA,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.23
SURVEY,2010,KANSAS,20,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.95
SURVEY,2010,KENTUCKY,21,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.15
SURVEY,2010,LOUISIANA,22,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.9
SURVEY,2010,MARYLAND,24,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.05
SURVEY,2010,MICHIGAN,26,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.56
SURVEY,2010,MINNESOTA,27,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.01
SURVEY,2010,MISSISSIPPI,28,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.37
SURVEY,2010,MISSOURI,29,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.35
SURVEY,2010,MONTANA,30,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6
SURVEY,2010,NEBRASKA,31,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.09
SURVEY,2010,NEW JERSEY,34,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.05
SURVEY,2010,NEW MEXICO,35,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.03
SURVEY,2010,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.3
SURVEY,2010,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.18
SURVEY,2010,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.01
SURVEY,2010,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.45
SURVEY,2010,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.66
SURVEY,2010,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.94
SURVEY,2010,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.12
SURVEY,2010,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.49
SURVEY,2010,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.09
SURVEY,2010,TENNESSEE,47,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.74
SURVEY,2010,TEXAS,48,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.67
SURVEY,2010,UTAH,49,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.75
SURVEY,2010,VIRGINIA,51,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.54
SURVEY,2010,WASHINGTON,53,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.08
SURVEY,2010,WEST VIRGINIA,54,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.75
SURVEY,2010,WISCONSIN,55,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.27
SURVEY,2010,WYOMING,56,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.31
